5011,Sea and coastal passenger water transport
8020,Security systems service activities
1812,Service activities related to printing
3700,Sewerage
4312,Site preparation
5820,Software publishing
8541,Sports and recreation education
3530,Steam and air conditioning supply
8522,Technical and vocational secondary education
7820,Temporary employment agency activities
7911,Travel agency activities
2592,Treatment and coating of metals; machining
3822,Treatment and disposal of hazardous waste
6430,"Trusts, funds and similar financial entities"
9810,Undifferentiated goods-producing activities of pvt. households for own use
4921,Urban and suburban passenger land transport
7500,Veterinary activities
5210,Warehousing and storage
9601,Washing and (dry-) cleaning of textile and fur products
4653,"Wholesale of agricultural machinery, equipment and supplies"
4620,Wholesale of agricultural raw materials and live animals
4651,"Wholesale of computers,c omputer peripheral equipment and software"
4663,"Wholesale of construction materials, hardware, plumbing and heating equipment  and supplies"
4661,"Wholesale of solid, liquid and gaseous fuels and related products"
4641,"Wholesale of textiles, clothing and footwear"
6110,Wired telecommunications activities
6120,Wireless telecommunications activities
3999,Text Review
3998,Unclear Text
3998,Unclear Text
4132,Data entry clerks
2514,Applications programmers
